KMX,Date
32.31999969482422,2011-04-08
31.829999923706055,2011-04-11
31.8700008392334,2011-04-12
32.29999923706055,2011-04-13
32.2599983215332,2011-04-14
33.20000076293945,2011-04-15
32.81999969482422,2011-04-18
32.31999969482422,2011-04-19
33.47999954223633,2011-04-20
33.529998779296875,2011-04-21
33.2400016784668,2011-04-25
33.0,2011-04-26
33.22999954223633,2011-04-27
33.529998779296875,2011-04-28
34.70000076293945,2011-04-29
34.2599983215332,2011-05-02
34.5,2011-05-03
34.4900016784668,2011-05-04
33.849998474121094,2011-05-05
31.809999465942383,2011-05-06
31.790000915527344,2011-05-09
31.920000076293945,2011-05-10
31.6200008392334,2011-05-11
31.360000610351562,2011-05-12
30.93000030517578,2011-05-13
30.6299991607666,2011-05-16
30.200000762939453,2011-05-17
30.200000762939453,2011-05-18
29.959999084472656,2011-05-19
29.389999389648438,2011-05-20
28.81999969482422,2011-05-23
28.829999923706055,2011-05-24
28.850000381469727,2011-05-25
29.190000534057617,2011-05-26
29.459999084472656,2011-05-27
29.65999984741211,2011-05-31
28.75,2011-06-01
28.059999465942383,2011-06-02
27.940000534057617,2011-06-03
27.40999984741211,2011-06-06
27.3700008392334,2011-06-07
26.6200008392334,2011-06-08
27.09000015258789,2011-06-09
26.84000015258789,2011-06-10
27.010000228881836,2011-06-13
28.43000030517578,2011-06-14
27.969999313354492,2011-06-15
28.760000228881836,2011-06-16
29.25,2011-06-17
29.280000686645508,2011-06-20
30.520000457763672,2011-06-21
32.65999984741211,2011-06-22
32.54999923706055,2011-06-23
31.93000030517578,2011-06-24
32.189998626708984,2011-06-27
32.79999923706055,2011-06-28
32.81999969482422,2011-06-29
33.06999969482422,2011-06-30
33.68000030517578,2011-07-01
33.66999816894531,2011-07-05
33.849998474121094,2011-07-06
34.7400016784668,2011-07-07
34.43000030517578,2011-07-08
33.529998779296875,2011-07-11
33.099998474121094,2011-07-12
32.810001373291016,2011-07-13
32.470001220703125,2011-07-14
32.470001220703125,2011-07-15
32.150001525878906,2011-07-18
32.13999938964844,2011-07-19
32.04999923706055,2011-07-20
32.380001068115234,2011-07-21
32.5,2011-07-22
32.5099983215332,2011-07-25
33.13999938964844,2011-07-26
32.68000030517578,2011-07-27
32.279998779296875,2011-07-28
31.969999313354492,2011-07-29
31.31999969482422,2011-08-01
30.100000381469727,2011-08-02
30.209999084472656,2011-08-03
28.350000381469727,2011-08-04
28.850000381469727,2011-08-05
26.43000030517578,2011-08-08
27.329999923706055,2011-08-09
26.479999542236328,2011-08-10
27.6299991607666,2011-08-11
28.0,2011-08-12
28.139999389648438,2011-08-15
27.270000457763672,2011-08-16
27.09000015258789,2011-08-17
25.920000076293945,2011-08-18
25.489999771118164,2011-08-19
25.649999618530273,2011-08-22
26.450000762939453,2011-08-23
26.68000030517578,2011-08-24
25.969999313354492,2011-08-25
26.1299991607666,2011-08-26
27.59000015258789,2011-08-29
27.780000686645508,2011-08-30
28.110000610351562,2011-08-31
27.450000762939453,2011-09-01
26.459999084472656,2011-09-02
26.510000228881836,2011-09-06
27.479999542236328,2011-09-07
26.950000762939453,2011-09-08
26.31999969482422,2011-09-09
26.75,2011-09-12
26.950000762939453,2011-09-13
27.709999084472656,2011-09-14
28.540000915527344,2011-09-15
29.3799991607666,2011-09-16
28.719999313354492,2011-09-19
28.079999923706055,2011-09-20
27.43000030517578,2011-09-21
24.40999984741211,2011-09-22
24.1200008392334,2011-09-23
25.040000915527344,2011-09-26
25.559999465942383,2011-09-27
24.010000228881836,2011-09-28
24.0,2011-09-29
23.850000381469727,2011-09-30
23.40999984741211,2011-10-03
24.280000686645508,2011-10-04
24.040000915527344,2011-10-05
25.06999969482422,2011-10-06
25.579999923706055,2011-10-07
26.860000610351562,2011-10-10
27.860000610351562,2011-10-11
28.15999984741211,2011-10-12
27.670000076293945,2011-10-13
28.190000534057617,2011-10-14
27.270000457763672,2011-10-17
28.06999969482422,2011-10-18
27.889999389648438,2011-10-19
27.950000762939453,2011-10-20
29.559999465942383,2011-10-21
31.440000534057617,2011-10-24
30.729999542236328,2011-10-25
30.280000686645508,2011-10-26
31.31999969482422,2011-10-27
30.809999465942383,2011-10-28
30.059999465942383,2011-10-31
29.56999969482422,2011-11-01
30.219999313354492,2011-11-02
30.739999771118164,2011-11-03
29.860000610351562,2011-11-04
29.8700008392334,2011-11-07
29.56999969482422,2011-11-08
28.469999313354492,2011-11-09
28.3799991607666,2011-11-10
28.399999618530273,2011-11-11
28.010000228881836,2011-11-14
28.3799991607666,2011-11-15
28.18000030517578,2011-11-16
27.8700008392334,2011-11-17
27.6200008392334,2011-11-18
27.270000457763672,2011-11-21
27.530000686645508,2011-11-22
26.809999465942383,2011-11-23
27.020000457763672,2011-11-25
28.239999771118164,2011-11-28
28.479999542236328,2011-11-29
28.760000228881836,2011-11-30
29.18000030517578,2011-12-01
29.469999313354492,2011-12-02
31.200000762939453,2011-12-05
31.329999923706055,2011-12-06
31.290000915527344,2011-12-07
30.6299991607666,2011-12-08
31.149999618530273,2011-12-09
30.989999771118164,2011-12-12
30.43000030517578,2011-12-13
29.81999969482422,2011-12-14
30.049999237060547,2011-12-15
30.360000610351562,2011-12-16
30.139999389648438,2011-12-19
31.06999969482422,2011-12-20
29.350000381469727,2011-12-21
29.790000915527344,2011-12-22
30.299999237060547,2011-12-23
30.200000762939453,2011-12-27
30.040000915527344,2011-12-28
30.81999969482422,2011-12-29
30.479999542236328,2011-12-30
30.520000457763672,2012-01-03
30.719999313354492,2012-01-04
30.90999984741211,2012-01-05
30.31999969482422,2012-01-06
30.079999923706055,2012-01-09
30.93000030517578,2012-01-10
31.75,2012-01-11
31.959999084472656,2012-01-12
32.63999938964844,2012-01-13
32.43000030517578,2012-01-17
33.02000045776367,2012-01-18
33.25,2012-01-19
32.45000076293945,2012-01-20
32.70000076293945,2012-01-23
32.56999969482422,2012-01-24
32.349998474121094,2012-01-25
31.770000457763672,2012-01-26
31.43000030517578,2012-01-27
31.290000915527344,2012-01-30
30.43000030517578,2012-01-31
30.5,2012-02-01
30.549999237060547,2012-02-02
29.700000762939453,2012-02-03
30.31999969482422,2012-02-06
30.360000610351562,2012-02-07
29.920000076293945,2012-02-08
30.40999984741211,2012-02-09
29.90999984741211,2012-02-10
29.6200008392334,2012-02-13
29.719999313354492,2012-02-14
29.09000015258789,2012-02-15
29.65999984741211,2012-02-16
30.18000030517578,2012-02-17
29.950000762939453,2012-02-21
30.389999389648438,2012-02-22
30.219999313354492,2012-02-23
30.18000030517578,2012-02-24
30.670000076293945,2012-02-27
31.09000015258789,2012-02-28
30.690000534057617,2012-02-29
31.1200008392334,2012-03-01
32.2400016784668,2012-03-02
32.099998474121094,2012-03-05
32.06999969482422,2012-03-06
32.65999984741211,2012-03-07
33.58000183105469,2012-03-08
33.66999816894531,2012-03-09
33.380001068115234,2012-03-12
34.11000061035156,2012-03-13
34.279998779296875,2012-03-14
34.5,2012-03-15
34.209999084472656,2012-03-16
34.560001373291016,2012-03-19
34.540000915527344,2012-03-20
34.459999084472656,2012-03-21
34.220001220703125,2012-03-22
34.150001525878906,2012-03-23
34.97999954223633,2012-03-26
34.79999923706055,2012-03-27
34.16999816894531,2012-03-28
34.189998626708984,2012-03-29
34.650001525878906,2012-03-30
34.5,2012-04-02
34.630001068115234,2012-04-03
34.91999816894531,2012-04-04
33.22999954223633,2012-04-05
32.779998779296875,2012-04-09
31.360000610351562,2012-04-10
31.739999771118164,2012-04-11
31.809999465942383,2012-04-12
31.309999465942383,2012-04-13
31.6299991607666,2012-04-16
32.2400016784668,2012-04-17
31.739999771118164,2012-04-18
31.260000228881836,2012-04-19
31.489999771118164,2012-04-20
31.170000076293945,2012-04-23
30.93000030517578,2012-04-24
31.25,2012-04-25
31.290000915527344,2012-04-26
31.290000915527344,2012-04-27
30.8700008392334,2012-04-30
30.989999771118164,2012-05-01
31.6200008392334,2012-05-02
30.43000030517578,2012-05-03
29.84000015258789,2012-05-04
29.84000015258789,2012-05-07
29.75,2012-05-08
29.420000076293945,2012-05-09
30.040000915527344,2012-05-10
29.59000015258789,2012-05-11
28.700000762939453,2012-05-14
28.479999542236328,2012-05-15
28.649999618530273,2012-05-16
28.020000457763672,2012-05-17
27.989999771118164,2012-05-18
28.469999313354492,2012-05-21
28.469999313354492,2012-05-22
28.850000381469727,2012-05-23
29.020000457763672,2012-05-24
29.110000610351562,2012-05-25
29.459999084472656,2012-05-29
28.139999389648438,2012-05-30
28.209999084472656,2012-05-31
27.329999923706055,2012-06-01
27.3799991607666,2012-06-04
27.6299991607666,2012-06-05
28.459999084472656,2012-06-06
27.860000610351562,2012-06-07
28.149999618530273,2012-06-08
27.469999313354492,2012-06-11
27.5,2012-06-12
26.920000076293945,2012-06-13
27.34000015258789,2012-06-14
27.68000030517578,2012-06-15
27.6299991607666,2012-06-18
28.520000457763672,2012-06-19
27.899999618530273,2012-06-20
25.8799991607666,2012-06-21
25.729999542236328,2012-06-22
25.34000015258789,2012-06-25
25.489999771118164,2012-06-26
25.3799991607666,2012-06-27
25.219999313354492,2012-06-28
25.940000534057617,2012-06-29
26.100000381469727,2012-07-02
26.329999923706055,2012-07-03
26.790000915527344,2012-07-05
26.540000915527344,2012-07-06
26.350000381469727,2012-07-09
26.5,2012-07-10
26.1299991607666,2012-07-11
25.989999771118164,2012-07-12
26.299999237060547,2012-07-13
26.049999237060547,2012-07-16
26.25,2012-07-17
26.75,2012-07-18
27.280000686645508,2012-07-19
26.940000534057617,2012-07-20
27.209999084472656,2012-07-23
27.0,2012-07-24
26.75,2012-07-25
27.030000686645508,2012-07-26
28.0,2012-07-27
27.969999313354492,2012-07-30
27.829999923706055,2012-07-31
27.690000534057617,2012-08-01
26.940000534057617,2012-08-02
27.860000610351562,2012-08-03
28.440000534057617,2012-08-06
28.940000534057617,2012-08-07
28.90999984741211,2012-08-08
29.030000686645508,2012-08-09
28.989999771118164,2012-08-10
28.860000610351562,2012-08-13
28.809999465942383,2012-08-14
29.299999237060547,2012-08-15
29.760000228881836,2012-08-16
29.979999542236328,2012-08-17
29.700000762939453,2012-08-20
29.809999465942383,2012-08-21
29.899999618530273,2012-08-22
29.549999237060547,2012-08-23
29.809999465942383,2012-08-24
29.670000076293945,2012-08-27
29.68000030517578,2012-08-28
30.329999923706055,2012-08-29
30.290000915527344,2012-08-30
30.59000015258789,2012-08-31
30.649999618530273,2012-09-04
31.6200008392334,2012-09-05
32.7599983215332,2012-09-06
32.2400016784668,2012-09-07
32.220001220703125,2012-09-10
32.209999084472656,2012-09-11
32.72999954223633,2012-09-12
33.34000015258789,2012-09-13
32.34000015258789,2012-09-14
31.93000030517578,2012-09-17
31.360000610351562,2012-09-18
31.969999313354492,2012-09-19
29.959999084472656,2012-09-20
29.280000686645508,2012-09-21
28.950000762939453,2012-09-24
28.450000762939453,2012-09-25
28.399999618530273,2012-09-26
28.3799991607666,2012-09-27
28.299999237060547,2012-09-28
28.420000076293945,2012-10-01
28.68000030517578,2012-10-02
28.31999969482422,2012-10-03
28.850000381469727,2012-10-04
29.190000534057617,2012-10-05
31.860000610351562,2012-10-08
31.6200008392334,2012-10-09
31.34000015258789,2012-10-10
31.25,2012-10-11
32.54999923706055,2012-10-12
32.9900016784668,2012-10-15
33.209999084472656,2012-10-16
33.54999923706055,2012-10-17
33.38999938964844,2012-10-18
33.29999923706055,2012-10-19
33.150001525878906,2012-10-22
33.060001373291016,2012-10-23
32.66999816894531,2012-10-24
32.779998779296875,2012-10-25
33.56999969482422,2012-10-26
33.75,2012-10-31
34.959999084472656,2012-11-01
34.68000030517578,2012-11-02
34.529998779296875,2012-11-05
34.72999954223633,2012-11-06
34.099998474121094,2012-11-07
33.880001068115234,2012-11-08
34.040000915527344,2012-11-09
33.880001068115234,2012-11-12
33.689998626708984,2012-11-13
33.040000915527344,2012-11-14
33.349998474121094,2012-11-15
33.310001373291016,2012-11-16
34.220001220703125,2012-11-19
34.25,2012-11-20
34.619998931884766,2012-11-21
35.13999938964844,2012-11-23
34.869998931884766,2012-11-26
35.27000045776367,2012-11-27
35.880001068115234,2012-11-28
36.2400016784668,2012-11-29
36.2599983215332,2012-11-30
35.9900016784668,2012-12-03
35.88999938964844,2012-12-04
35.38999938964844,2012-12-05
35.900001525878906,2012-12-06
36.2400016784668,2012-12-07
36.2400016784668,2012-12-10
35.56999969482422,2012-12-11
35.2599983215332,2012-12-12
35.150001525878906,2012-12-13
35.06999969482422,2012-12-14
34.81999969482422,2012-12-17
35.119998931884766,2012-12-18
34.84000015258789,2012-12-19
37.970001220703125,2012-12-20
37.790000915527344,2012-12-21
37.5,2012-12-24
37.459999084472656,2012-12-26
37.290000915527344,2012-12-27
36.689998626708984,2012-12-28
37.540000915527344,2012-12-31
37.720001220703125,2013-01-02
37.939998626708984,2013-01-03
37.86000061035156,2013-01-04
37.209999084472656,2013-01-07
37.31999969482422,2013-01-08
37.66999816894531,2013-01-09
37.72999954223633,2013-01-10
37.5,2013-01-11
37.47999954223633,2013-01-14
37.90999984741211,2013-01-15
37.79999923706055,2013-01-16
38.29999923706055,2013-01-17
38.5,2013-01-18
38.54999923706055,2013-01-22
38.540000915527344,2013-01-23
38.7400016784668,2013-01-24
39.689998626708984,2013-01-25
39.779998779296875,2013-01-28
39.939998626708984,2013-01-29
39.130001068115234,2013-01-30
39.41999816894531,2013-01-31
39.25,2013-02-01
38.79999923706055,2013-02-04
39.779998779296875,2013-02-05
40.099998474121094,2013-02-06
39.38999938964844,2013-02-07
39.77000045776367,2013-02-08
39.61000061035156,2013-02-11
39.619998931884766,2013-02-12
39.400001525878906,2013-02-13
39.720001220703125,2013-02-14
39.36000061035156,2013-02-15
40.04999923706055,2013-02-19
39.47999954223633,2013-02-20
38.5,2013-02-21
38.91999816894531,2013-02-22
38.2400016784668,2013-02-25
38.31999969482422,2013-02-26
38.59000015258789,2013-02-27
38.40999984741211,2013-02-28
38.380001068115234,2013-03-01
39.40999984741211,2013-03-04
40.2400016784668,2013-03-05
40.650001525878906,2013-03-06
40.90999984741211,2013-03-07
41.40999984741211,2013-03-08
41.369998931884766,2013-03-11
41.220001220703125,2013-03-12
41.33000183105469,2013-03-13
41.470001220703125,2013-03-14
41.65999984741211,2013-03-15
41.560001373291016,2013-03-18
41.040000915527344,2013-03-19
41.06999969482422,2013-03-20
40.18000030517578,2013-03-21
40.349998474121094,2013-03-22
40.310001373291016,2013-03-25
40.84000015258789,2013-03-26
41.119998931884766,2013-03-27
41.70000076293945,2013-03-28
41.18000030517578,2013-04-01
41.4900016784668,2013-04-02
40.70000076293945,2013-04-03
41.11000061035156,2013-04-04
41.349998474121094,2013-04-05
42.380001068115234,2013-04-08
41.68000030517578,2013-04-09
43.310001373291016,2013-04-10
45.20000076293945,2013-04-11
43.9900016784668,2013-04-12
42.09000015258789,2013-04-15
42.45000076293945,2013-04-16
41.529998779296875,2013-04-17
41.16999816894531,2013-04-18
42.7599983215332,2013-04-19
43.38999938964844,2013-04-22
44.099998474121094,2013-04-23
44.4900016784668,2013-04-24
45.0,2013-04-25
44.81999969482422,2013-04-26
45.119998931884766,2013-04-29
46.040000915527344,2013-04-30
45.20000076293945,2013-05-01
46.0,2013-05-02
46.22999954223633,2013-05-03
46.25,2013-05-06
46.81999969482422,2013-05-07
47.09000015258789,2013-05-08
47.11000061035156,2013-05-09
46.97999954223633,2013-05-10
47.06999969482422,2013-05-13
48.06999969482422,2013-05-14
48.41999816894531,2013-05-15
47.720001220703125,2013-05-16
48.66999816894531,2013-05-17
47.84000015258789,2013-05-20
48.279998779296875,2013-05-21
47.41999816894531,2013-05-22
47.04999923706055,2013-05-23
46.709999084472656,2013-05-24
46.939998626708984,2013-05-28
46.66999816894531,2013-05-29
46.90999984741211,2013-05-30
46.77000045776367,2013-05-31
46.88999938964844,2013-06-03
46.119998931884766,2013-06-04
45.529998779296875,2013-06-05
46.529998779296875,2013-06-06
47.20000076293945,2013-06-07
47.09000015258789,2013-06-10
46.599998474121094,2013-06-11
45.880001068115234,2013-06-12
46.9900016784668,2013-06-13
46.40999984741211,2013-06-14
47.119998931884766,2013-06-17
48.209999084472656,2013-06-18
47.470001220703125,2013-06-19
44.56999969482422,2013-06-20
44.59000015258789,2013-06-21
43.9900016784668,2013-06-24
44.36000061035156,2013-06-25
45.88999938964844,2013-06-26
46.70000076293945,2013-06-27
46.15999984741211,2013-06-28
46.689998626708984,2013-07-01
46.52000045776367,2013-07-02
46.79999923706055,2013-07-03
47.33000183105469,2013-07-05
48.08000183105469,2013-07-08
48.66999816894531,2013-07-09
48.529998779296875,2013-07-10
48.43000030517578,2013-07-11
48.0,2013-07-12
47.72999954223633,2013-07-15
47.630001068115234,2013-07-16
47.86000061035156,2013-07-17
47.9900016784668,2013-07-18
47.84000015258789,2013-07-19
48.38999938964844,2013-07-22
48.04999923706055,2013-07-23
47.16999816894531,2013-07-24
46.75,2013-07-25
47.779998779296875,2013-07-26
47.65999984741211,2013-07-29
48.2599983215332,2013-07-30
49.040000915527344,2013-07-31
49.72999954223633,2013-08-01
49.56999969482422,2013-08-02
49.400001525878906,2013-08-05
49.2400016784668,2013-08-06
48.34000015258789,2013-08-07
49.27000045776367,2013-08-08
49.380001068115234,2013-08-09
49.5099983215332,2013-08-12
49.7400016784668,2013-08-13
49.61000061035156,2013-08-14
48.08000183105469,2013-08-15
47.47999954223633,2013-08-16
47.189998626708984,2013-08-19
48.279998779296875,2013-08-20
47.86000061035156,2013-08-21
48.54999923706055,2013-08-22
48.86000061035156,2013-08-23
48.84000015258789,2013-08-26
47.34000015258789,2013-08-27
47.720001220703125,2013-08-28
48.04999923706055,2013-08-29
47.560001373291016,2013-08-30
48.02000045776367,2013-09-03
49.04999923706055,2013-09-04
49.9900016784668,2013-09-05
51.209999084472656,2013-09-06
51.349998474121094,2013-09-09
52.04999923706055,2013-09-10
51.7599983215332,2013-09-11
51.119998931884766,2013-09-12
51.08000183105469,2013-09-13
50.91999816894531,2013-09-16
50.97999954223633,2013-09-17
51.130001068115234,2013-09-18
51.25,2013-09-19
51.189998626708984,2013-09-20
50.0099983215332,2013-09-23
51.790000915527344,2013-09-24
49.79999923706055,2013-09-25
49.4900016784668,2013-09-26
49.220001220703125,2013-09-27
48.470001220703125,2013-09-30
48.79999923706055,2013-10-01
48.849998474121094,2013-10-02
48.040000915527344,2013-10-03
48.310001373291016,2013-10-04
48.279998779296875,2013-10-07
46.41999816894531,2013-10-08
46.27000045776367,2013-10-09
47.290000915527344,2013-10-10
47.93000030517578,2013-10-11
48.40999984741211,2013-10-14
47.5,2013-10-15
48.31999969482422,2013-10-16
48.869998931884766,2013-10-17
48.7400016784668,2013-10-18
48.75,2013-10-21
48.38999938964844,2013-10-22
47.5099983215332,2013-10-23
47.790000915527344,2013-10-24
47.7599983215332,2013-10-25
47.529998779296875,2013-10-28
47.4900016784668,2013-10-29
47.20000076293945,2013-10-30
46.9900016784668,2013-10-31
47.81999969482422,2013-11-01
48.599998474121094,2013-11-04
48.7400016784668,2013-11-05
48.83000183105469,2013-11-06
47.52000045776367,2013-11-07
47.560001373291016,2013-11-08
48.7599983215332,2013-11-11
49.029998779296875,2013-11-12
49.709999084472656,2013-11-13
49.56999969482422,2013-11-14
49.939998626708984,2013-11-15
49.099998474121094,2013-11-18
48.83000183105469,2013-11-19
48.630001068115234,2013-11-20
49.279998779296875,2013-11-21
49.689998626708984,2013-11-22
50.09000015258789,2013-11-25
50.11000061035156,2013-11-26
50.45000076293945,2013-11-27
50.349998474121094,2013-11-29
51.5099983215332,2013-12-02
51.16999816894531,2013-12-03
50.689998626708984,2013-12-04
50.79999923706055,2013-12-05
51.20000076293945,2013-12-06
51.95000076293945,2013-12-09
52.09000015258789,2013-12-10
51.2599983215332,2013-12-11
51.09000015258789,2013-12-12
50.95000076293945,2013-12-13
51.83000183105469,2013-12-16
51.75,2013-12-17
52.52000045776367,2013-12-18
53.04999923706055,2013-12-19
48.08000183105469,2013-12-20
47.439998626708984,2013-12-23
47.599998474121094,2013-12-24
47.470001220703125,2013-12-26
46.93000030517578,2013-12-27
47.099998474121094,2013-12-30
47.02000045776367,2013-12-31
46.900001525878906,2014-01-02
46.439998626708984,2014-01-03
45.810001373291016,2014-01-06
45.34000015258789,2014-01-07
45.25,2014-01-08
45.099998474121094,2014-01-09
45.970001220703125,2014-01-10
45.220001220703125,2014-01-13
45.66999816894531,2014-01-14
44.86000061035156,2014-01-15
44.65999984741211,2014-01-16
45.189998626708984,2014-01-17
45.029998779296875,2014-01-21
44.93000030517578,2014-01-22
44.77000045776367,2014-01-23
44.56999969482422,2014-01-24
44.810001373291016,2014-01-27
44.95000076293945,2014-01-28
44.72999954223633,2014-01-29
45.04999923706055,2014-01-30
45.11000061035156,2014-01-31
45.7599983215332,2014-02-03
45.70000076293945,2014-02-04
46.20000076293945,2014-02-05
47.150001525878906,2014-02-06
47.540000915527344,2014-02-07
47.220001220703125,2014-02-10
47.52000045776367,2014-02-11
47.02000045776367,2014-02-12
47.36000061035156,2014-02-13
47.290000915527344,2014-02-14
47.22999954223633,2014-02-18
47.369998931884766,2014-02-19
47.33000183105469,2014-02-20
47.04999923706055,2014-02-21
47.88999938964844,2014-02-24
48.18000030517578,2014-02-25
48.290000915527344,2014-02-26
48.68000030517578,2014-02-27
48.43000030517578,2014-02-28
48.130001068115234,2014-03-03
49.43000030517578,2014-03-04
49.099998474121094,2014-03-05
48.95000076293945,2014-03-06
48.599998474121094,2014-03-07
48.84000015258789,2014-03-10
48.529998779296875,2014-03-11
47.63999938964844,2014-03-12
47.13999938964844,2014-03-13
47.209999084472656,2014-03-14
47.560001373291016,2014-03-17
47.90999984741211,2014-03-18
47.349998474121094,2014-03-19
47.38999938964844,2014-03-20
48.41999816894531,2014-03-21
47.52000045776367,2014-03-24
46.540000915527344,2014-03-25
45.31999969482422,2014-03-26
45.45000076293945,2014-03-27
45.66999816894531,2014-03-28
46.79999923706055,2014-03-31
47.5,2014-04-01
47.880001068115234,2014-04-02
47.560001373291016,2014-04-03
45.560001373291016,2014-04-04
43.68000030517578,2014-04-07
44.459999084472656,2014-04-08
45.040000915527344,2014-04-09
43.7599983215332,2014-04-10
42.880001068115234,2014-04-11
43.31999969482422,2014-04-14
43.369998931884766,2014-04-15
43.810001373291016,2014-04-16
44.439998626708984,2014-04-17
43.720001220703125,2014-04-21
43.5099983215332,2014-04-22
43.25,2014-04-23
43.540000915527344,2014-04-24
42.97999954223633,2014-04-25
43.16999816894531,2014-04-28
43.68000030517578,2014-04-29
43.779998779296875,2014-04-30
44.47999954223633,2014-05-01
44.86000061035156,2014-05-02
44.29999923706055,2014-05-05
43.630001068115234,2014-05-06
44.11000061035156,2014-05-07
44.599998474121094,2014-05-08
44.97999954223633,2014-05-09
45.61000061035156,2014-05-12
45.4900016784668,2014-05-13
44.79999923706055,2014-05-14
44.189998626708984,2014-05-15
44.52000045776367,2014-05-16
44.560001373291016,2014-05-19
43.880001068115234,2014-05-20
44.34000015258789,2014-05-21
44.529998779296875,2014-05-22
44.70000076293945,2014-05-23
45.08000183105469,2014-05-27
44.880001068115234,2014-05-28
44.97999954223633,2014-05-29
44.310001373291016,2014-05-30
44.29999923706055,2014-06-02
45.5099983215332,2014-06-03
46.0099983215332,2014-06-04
46.11000061035156,2014-06-05
46.43000030517578,2014-06-06
46.27000045776367,2014-06-09
46.11000061035156,2014-06-10
45.720001220703125,2014-06-11
43.869998931884766,2014-06-12
44.189998626708984,2014-06-13
44.29999923706055,2014-06-16
44.290000915527344,2014-06-17
44.95000076293945,2014-06-18
45.279998779296875,2014-06-19
52.75,2014-06-20
51.90999984741211,2014-06-23
50.06999969482422,2014-06-24
50.0099983215332,2014-06-25
51.56999969482422,2014-06-26
51.880001068115234,2014-06-27
52.0099983215332,2014-06-30
52.15999984741211,2014-07-01
52.599998474121094,2014-07-02
52.95000076293945,2014-07-03
52.54999923706055,2014-07-07
52.16999816894531,2014-07-08
53.439998626708984,2014-07-09
52.43000030517578,2014-07-10
52.189998626708984,2014-07-11
52.459999084472656,2014-07-14
52.45000076293945,2014-07-15
52.59000015258789,2014-07-16
51.099998474121094,2014-07-17
52.150001525878906,2014-07-18
51.65999984741211,2014-07-21
51.31999969482422,2014-07-22
50.84000015258789,2014-07-23
50.91999816894531,2014-07-24
50.41999816894531,2014-07-25
49.939998626708984,2014-07-28
49.43000030517578,2014-07-29
50.060001373291016,2014-07-30
48.810001373291016,2014-07-31
49.959999084472656,2014-08-01
50.68000030517578,2014-08-04
49.68000030517578,2014-08-05
50.029998779296875,2014-08-06
49.38999938964844,2014-08-07
50.56999969482422,2014-08-08
50.599998474121094,2014-08-11
50.0,2014-08-12
49.810001373291016,2014-08-13
50.70000076293945,2014-08-14
50.400001525878906,2014-08-15
50.91999816894531,2014-08-18
50.959999084472656,2014-08-19
51.25,2014-08-20
51.08000183105469,2014-08-21
51.2599983215332,2014-08-22
51.56999969482422,2014-08-25
51.86000061035156,2014-08-26
52.0,2014-08-27
51.959999084472656,2014-08-28
52.400001525878906,2014-08-29
51.880001068115234,2014-09-02
52.79999923706055,2014-09-03
53.34000015258789,2014-09-04
53.709999084472656,2014-09-05
52.84000015258789,2014-09-08
52.2400016784668,2014-09-09
52.099998474121094,2014-09-10
52.540000915527344,2014-09-11
52.529998779296875,2014-09-12
52.04999923706055,2014-09-15
52.130001068115234,2014-09-16
53.349998474121094,2014-09-17
53.52000045776367,2014-09-18
53.56999969482422,2014-09-19
52.810001373291016,2014-09-22
47.79999923706055,2014-09-23
48.47999954223633,2014-09-24
47.52000045776367,2014-09-25
47.5,2014-09-26
47.11000061035156,2014-09-29
46.45000076293945,2014-09-30
45.310001373291016,2014-10-01
46.04999923706055,2014-10-02
46.83000183105469,2014-10-03
46.900001525878906,2014-10-06
46.439998626708984,2014-10-07
47.41999816894531,2014-10-08
46.29999923706055,2014-10-09
45.599998474121094,2014-10-10
43.900001525878906,2014-10-13
44.58000183105469,2014-10-14
45.060001373291016,2014-10-15
45.880001068115234,2014-10-16
46.709999084472656,2014-10-17
47.08000183105469,2014-10-20
48.79999923706055,2014-10-21
48.33000183105469,2014-10-22
52.72999954223633,2014-10-23
53.58000183105469,2014-10-24
54.77000045776367,2014-10-27
55.7400016784668,2014-10-28
54.959999084472656,2014-10-29
55.7599983215332,2014-10-30
55.90999984741211,2014-10-31
56.31999969482422,2014-11-03
55.43000030517578,2014-11-04
56.56999969482422,2014-11-05
56.2599983215332,2014-11-06
55.63999938964844,2014-11-07
56.08000183105469,2014-11-10
55.7400016784668,2014-11-11
55.900001525878906,2014-11-12
55.849998474121094,2014-11-13
55.650001525878906,2014-11-14
54.65999984741211,2014-11-17
55.130001068115234,2014-11-18
55.029998779296875,2014-11-19
55.04999923706055,2014-11-20
56.09000015258789,2014-11-21
56.310001373291016,2014-11-24
56.709999084472656,2014-11-25
56.25,2014-11-26
56.97999954223633,2014-11-28
56.13999938964844,2014-12-01
57.099998474121094,2014-12-02
58.72999954223633,2014-12-03
59.31999969482422,2014-12-04
59.06999969482422,2014-12-05
58.47999954223633,2014-12-08
59.45000076293945,2014-12-09
58.900001525878906,2014-12-10
59.5099983215332,2014-12-11
58.29999923706055,2014-12-12
58.84000015258789,2014-12-15
58.22999954223633,2014-12-16
60.11000061035156,2014-12-17
60.529998779296875,2014-12-18
67.31999969482422,2014-12-19
67.8499984741211,2014-12-22
67.76000213623047,2014-12-23
67.61000061035156,2014-12-24
67.61000061035156,2014-12-26
67.87000274658203,2014-12-29
67.23999786376953,2014-12-30
66.58000183105469,2014-12-31
66.47000122070312,2015-01-02
64.58000183105469,2015-01-05
63.77000045776367,2015-01-06
64.77999877929688,2015-01-07
66.08999633789062,2015-01-08
65.04000091552734,2015-01-09
