ANSS,Date
120.73999786376953,2017-09-25
120.66999816894531,2017-09-26
120.94000244140625,2017-09-27
121.62999725341797,2017-09-28
122.7300033569336,2017-09-29
123.77999877929688,2017-10-02
124.6500015258789,2017-10-03
124.55000305175781,2017-10-04
125.23999786376953,2017-10-05
126.05999755859375,2017-10-06
126.11000061035156,2017-10-09
126.18000030517578,2017-10-10
127.13999938964844,2017-10-11
129.24000549316406,2017-10-12
129.94000244140625,2017-10-13
131.30999755859375,2017-10-16
129.69000244140625,2017-10-17
129.55999755859375,2017-10-18
129.88999938964844,2017-10-19
130.94000244140625,2017-10-20
131.22000122070312,2017-10-23
132.11000061035156,2017-10-24
132.85000610351562,2017-10-25
133.83999633789062,2017-10-26
135.77999877929688,2017-10-27
135.8000030517578,2017-10-30
136.7100067138672,2017-10-31
135.60000610351562,2017-11-01
148.67999267578125,2017-11-02
149.10000610351562,2017-11-03
151.1999969482422,2017-11-06
151.92999267578125,2017-11-07
151.47999572753906,2017-11-08
150.47000122070312,2017-11-09
150.27999877929688,2017-11-10
150.8699951171875,2017-11-13
149.42999267578125,2017-11-14
149.32000732421875,2017-11-15
151.4600067138672,2017-11-16
150.57000732421875,2017-11-17
151.2100067138672,2017-11-20
153.39999389648438,2017-11-21
150.47999572753906,2017-11-22
151.91000366210938,2017-11-24
150.8800048828125,2017-11-27
150.27000427246094,2017-11-28
146.5800018310547,2017-11-29
148.19000244140625,2017-11-30
146.5399932861328,2017-12-01
142.00999450683594,2017-12-04
143.44000244140625,2017-12-05
144.72000122070312,2017-12-06
146.30999755859375,2017-12-07
146.1300048828125,2017-12-08
146.38999938964844,2017-12-11
145.3300018310547,2017-12-12
144.75999450683594,2017-12-13
144.50999450683594,2017-12-14
148.02999877929688,2017-12-15
147.58999633789062,2017-12-18
147.6300048828125,2017-12-19
147.35000610351562,2017-12-20
147.22999572753906,2017-12-21
146.66000366210938,2017-12-22
146.38999938964844,2017-12-26
146.66000366210938,2017-12-27
147.64999389648438,2017-12-28
147.58999633789062,2017-12-29
148.5500030517578,2018-01-02
151.4199981689453,2018-01-03
151.82000732421875,2018-01-04
152.4499969482422,2018-01-05
153.7100067138672,2018-01-08
155.13999938964844,2018-01-09
152.11000061035156,2018-01-10
152.2100067138672,2018-01-11
154.22000122070312,2018-01-12
153.38999938964844,2018-01-16
155.75,2018-01-17
158.33999633789062,2018-01-18
161.5399932861328,2018-01-19
163.1300048828125,2018-01-22
161.85000610351562,2018-01-23
161.5399932861328,2018-01-24
159.92999267578125,2018-01-25
163.9600067138672,2018-01-26
162.75,2018-01-29
161.67999267578125,2018-01-30
161.64999389648438,2018-01-31
163.39999389648438,2018-02-01
160.2899932861328,2018-02-02
156.02000427246094,2018-02-05
157.10000610351562,2018-02-06
155.02999877929688,2018-02-07
148.83999633789062,2018-02-08
150.41000366210938,2018-02-09
153.74000549316406,2018-02-12
154.1999969482422,2018-02-13
157.6999969482422,2018-02-14
162.41000366210938,2018-02-15
164.13999938964844,2018-02-16
167.80999755859375,2018-02-20
163.5399932861328,2018-02-21
160.94000244140625,2018-02-22
160.88999938964844,2018-02-23
161.6699981689453,2018-02-26
161.33999633789062,2018-02-27
159.94000244140625,2018-02-28
158.74000549316406,2018-03-01
162.6300048828125,2018-03-02
163.2100067138672,2018-03-05
163.77000427246094,2018-03-06
165.3699951171875,2018-03-07
168.0,2018-03-08
171.17999267578125,2018-03-09
169.94000244140625,2018-03-12
167.75,2018-03-13
166.9499969482422,2018-03-14
167.36000061035156,2018-03-15
166.30999755859375,2018-03-16
164.9600067138672,2018-03-19
165.49000549316406,2018-03-20
166.41000366210938,2018-03-21
162.41000366210938,2018-03-22
157.74000549316406,2018-03-23
161.00999450683594,2018-03-26
157.0500030517578,2018-03-27
154.8699951171875,2018-03-28
156.69000244140625,2018-03-29
153.8699951171875,2018-04-02
156.07000732421875,2018-04-03
157.9199981689453,2018-04-04
157.7899932861328,2018-04-05
153.50999450683594,2018-04-06
154.35000610351562,2018-04-09
157.9199981689453,2018-04-10
157.00999450683594,2018-04-11
159.0399932861328,2018-04-12
156.97999572753906,2018-04-13
159.99000549316406,2018-04-16
164.5800018310547,2018-04-17
166.5,2018-04-18
165.47999572753906,2018-04-19
163.77999877929688,2018-04-20
162.5800018310547,2018-04-23
160.9499969482422,2018-04-24
159.86000061035156,2018-04-25
162.60000610351562,2018-04-26
162.8000030517578,2018-04-27
161.66000366210938,2018-04-30
161.11000061035156,2018-05-01
160.61000061035156,2018-05-02
161.02000427246094,2018-05-03
164.14999389648438,2018-05-04
165.72999572753906,2018-05-07
167.47999572753906,2018-05-08
171.5,2018-05-09
172.30999755859375,2018-05-10
172.1300048828125,2018-05-11
166.97000122070312,2018-05-14
165.47999572753906,2018-05-15
165.27999877929688,2018-05-16
164.5800018310547,2018-05-17
164.92999267578125,2018-05-18
164.52000427246094,2018-05-21
163.4499969482422,2018-05-22
164.16000366210938,2018-05-23
163.22000122070312,2018-05-24
162.32000732421875,2018-05-25
161.58999633789062,2018-05-29
162.88999938964844,2018-05-30
162.8000030517578,2018-05-31
165.8000030517578,2018-06-01
168.08999633789062,2018-06-04
170.02000427246094,2018-06-05
171.5399932861328,2018-06-06
170.8699951171875,2018-06-07
172.22999572753906,2018-06-08
172.99000549316406,2018-06-11
175.9600067138672,2018-06-12
175.7899932861328,2018-06-13
176.9199981689453,2018-06-14
177.77999877929688,2018-06-15
177.9199981689453,2018-06-18
176.75999450683594,2018-06-19
182.72999572753906,2018-06-20
181.89999389648438,2018-06-21
179.32000732421875,2018-06-22
177.14999389648438,2018-06-25
177.27000427246094,2018-06-26
171.69000244140625,2018-06-27
172.92999267578125,2018-06-28
174.17999267578125,2018-06-29
176.0,2018-07-02
173.33999633789062,2018-07-03
175.3800048828125,2018-07-05
177.7100067138672,2018-07-06
177.14999389648438,2018-07-09
176.4600067138672,2018-07-10
176.69000244140625,2018-07-11
180.14999389648438,2018-07-12
179.72000122070312,2018-07-13
178.7899932861328,2018-07-16
180.63999938964844,2018-07-17
180.8800048828125,2018-07-18
180.35000610351562,2018-07-19
178.9199981689453,2018-07-20
177.6300048828125,2018-07-23
175.25999450683594,2018-07-24
177.50999450683594,2018-07-25
176.99000549316406,2018-07-26
174.16000366210938,2018-07-27
168.5,2018-07-30
168.8800048828125,2018-07-31
170.35000610351562,2018-08-01
173.14999389648438,2018-08-02
173.27000427246094,2018-08-03
175.66000366210938,2018-08-06
172.77999877929688,2018-08-07
172.8699951171875,2018-08-08
172.00999450683594,2018-08-09
171.52999877929688,2018-08-10
171.02999877929688,2018-08-13
173.52000427246094,2018-08-14
171.38999938964844,2018-08-15
172.11000061035156,2018-08-16
172.25,2018-08-17
172.52999877929688,2018-08-20
173.9499969482422,2018-08-21
175.0800018310547,2018-08-22
175.67999267578125,2018-08-23
178.10000610351562,2018-08-24
180.27000427246094,2018-08-27
184.10000610351562,2018-08-28
185.6199951171875,2018-08-29
185.3699951171875,2018-08-30
185.97999572753906,2018-08-31
187.32000732421875,2018-09-04
184.30999755859375,2018-09-05
185.1699981689453,2018-09-06
185.4499969482422,2018-09-07
185.57000732421875,2018-09-10
186.7899932861328,2018-09-11
187.5,2018-09-12
188.5,2018-09-13
189.50999450683594,2018-09-14
183.85000610351562,2018-09-17
184.8300018310547,2018-09-18
184.27000427246094,2018-09-19
183.75,2018-09-20
182.47999572753906,2018-09-21
183.3699951171875,2018-09-24
184.99000549316406,2018-09-25
184.97999572753906,2018-09-26
186.39999389648438,2018-09-27
186.67999267578125,2018-09-28
186.0,2018-10-01
182.2100067138672,2018-10-02
182.22000122070312,2018-10-03
175.3800048828125,2018-10-04
173.75,2018-10-05
168.27000427246094,2018-10-08
165.83999633789062,2018-10-09
155.7100067138672,2018-10-10
153.50999450683594,2018-10-11
158.89999389648438,2018-10-12
156.50999450683594,2018-10-15
159.0,2018-10-16
158.85000610351562,2018-10-17
153.80999755859375,2018-10-18
150.5800018310547,2018-10-19
152.88999938964844,2018-10-22
150.72999572753906,2018-10-23
144.0,2018-10-24
146.8300018310547,2018-10-25
143.50999450683594,2018-10-26
143.80999755859375,2018-10-29
146.1999969482422,2018-10-30
149.5500030517578,2018-10-31
153.13999938964844,2018-11-01
155.27999877929688,2018-11-02
153.2100067138672,2018-11-05
152.91000366210938,2018-11-06
159.8000030517578,2018-11-07
169.67999267578125,2018-11-08
165.86000061035156,2018-11-09
159.08999633789062,2018-11-12
159.27000427246094,2018-11-13
155.75,2018-11-14
160.24000549316406,2018-11-15
158.25,2018-11-16
149.7100067138672,2018-11-19
149.4499969482422,2018-11-20
152.00999450683594,2018-11-21
150.44000244140625,2018-11-23
154.2100067138672,2018-11-26
151.75,2018-11-27
160.49000549316406,2018-11-28
159.39999389648438,2018-11-29
162.02000427246094,2018-11-30
163.4199981689453,2018-12-03
156.63999938964844,2018-12-04
158.19000244140625,2018-12-06
152.3699951171875,2018-12-07
154.3800048828125,2018-12-10
153.7899932861328,2018-12-11
156.9600067138672,2018-12-12
154.66000366210938,2018-12-13
149.7100067138672,2018-12-14
146.4199981689453,2018-12-17
150.08999633789062,2018-12-18
146.22000122070312,2018-12-19
143.8000030517578,2018-12-20
140.19000244140625,2018-12-21
136.80999755859375,2018-12-24
142.85000610351562,2018-12-26
144.16000366210938,2018-12-27
142.99000549316406,2018-12-28
142.94000244140625,2018-12-31
143.00999450683594,2019-01-02
137.63999938964844,2019-01-03
143.66000366210938,2019-01-04
147.32000732421875,2019-01-07
148.0500030517578,2019-01-08
150.63999938964844,2019-01-09
152.60000610351562,2019-01-10
154.75,2019-01-11
153.60000610351562,2019-01-14
156.16000366210938,2019-01-15
157.1300048828125,2019-01-16
158.30999755859375,2019-01-17
161.7100067138672,2019-01-18
161.02999877929688,2019-01-22
158.6300048828125,2019-01-23
158.10000610351562,2019-01-24
161.64999389648438,2019-01-25
160.6999969482422,2019-01-28
158.86000061035156,2019-01-29
162.99000549316406,2019-01-30
164.35000610351562,2019-01-31
167.5500030517578,2019-02-01
169.0500030517578,2019-02-04
170.22000122070312,2019-02-05
170.77999877929688,2019-02-06
169.5500030517578,2019-02-07
171.72999572753906,2019-02-08
171.22999572753906,2019-02-11
175.00999450683594,2019-02-12
173.11000061035156,2019-02-13
173.1999969482422,2019-02-14
174.49000549316406,2019-02-15
174.4600067138672,2019-02-19
174.66000366210938,2019-02-20
174.49000549316406,2019-02-21
175.47999572753906,2019-02-22
175.00999450683594,2019-02-25
174.8300018310547,2019-02-26
176.8300018310547,2019-02-27
177.25999450683594,2019-02-28
182.22999572753906,2019-03-01
180.1300048828125,2019-03-04
178.75,2019-03-05
178.67999267578125,2019-03-06
178.7899932861328,2019-03-07
177.42999267578125,2019-03-08
178.72999572753906,2019-03-11
180.9600067138672,2019-03-12
180.80999755859375,2019-03-13
180.6199951171875,2019-03-14
180.3800048828125,2019-03-15
180.89999389648438,2019-03-18
181.1199951171875,2019-03-19
180.22999572753906,2019-03-20
182.3300018310547,2019-03-21
177.17999267578125,2019-03-22
177.44000244140625,2019-03-25
179.69000244140625,2019-03-26
178.5500030517578,2019-03-27
180.2899932861328,2019-03-28
182.7100067138672,2019-03-29
187.4499969482422,2019-04-01
187.61000061035156,2019-04-02
188.5399932861328,2019-04-03
184.97999572753906,2019-04-04
185.8300018310547,2019-04-05
186.41000366210938,2019-04-08
186.66000366210938,2019-04-09
187.9199981689453,2019-04-10
188.58999633789062,2019-04-11
189.5500030517578,2019-04-12
189.9600067138672,2019-04-15
189.39999389648438,2019-04-16
187.08999633789062,2019-04-17
186.58999633789062,2019-04-18
189.0399932861328,2019-04-22
192.1999969482422,2019-04-23
192.91000366210938,2019-04-24
191.92999267578125,2019-04-25
194.66000366210938,2019-04-26
193.58999633789062,2019-04-29
195.8000030517578,2019-04-30
192.50999450683594,2019-05-01
191.3800048828125,2019-05-02
192.49000549316406,2019-05-03
192.60000610351562,2019-05-06
188.9199981689453,2019-05-07
190.92999267578125,2019-05-08
190.50999450683594,2019-05-09
191.8800048828125,2019-05-10
183.97000122070312,2019-05-13
186.02999877929688,2019-05-14
186.9499969482422,2019-05-15
191.44000244140625,2019-05-16
187.52999877929688,2019-05-17
184.6699981689453,2019-05-20
185.86000061035156,2019-05-21
185.52999877929688,2019-05-22
180.11000061035156,2019-05-23
182.14999389648438,2019-05-24
180.39999389648438,2019-05-28
179.36000061035156,2019-05-29
180.69000244140625,2019-05-30
179.5,2019-05-31
175.24000549316406,2019-06-03
182.36000061035156,2019-06-04
185.85000610351562,2019-06-05
189.1999969482422,2019-06-06
193.2899932861328,2019-06-07
195.0800018310547,2019-06-10
194.80999755859375,2019-06-11
197.77000427246094,2019-06-12
198.47000122070312,2019-06-13
197.1300048828125,2019-06-14
198.72000122070312,2019-06-17
201.88999938964844,2019-06-18
204.0500030517578,2019-06-19
203.6999969482422,2019-06-20
200.9600067138672,2019-06-21
201.38999938964844,2019-06-24
196.4499969482422,2019-06-25
198.67999267578125,2019-06-26
200.8699951171875,2019-06-27
204.82000732421875,2019-06-28
208.11000061035156,2019-07-01
206.58999633789062,2019-07-02
209.3300018310547,2019-07-03
209.50999450683594,2019-07-05
207.92999267578125,2019-07-08
206.72000122070312,2019-07-09
209.5500030517578,2019-07-10
211.3000030517578,2019-07-11
212.27999877929688,2019-07-12
210.9199981689453,2019-07-15
209.74000549316406,2019-07-16
209.6999969482422,2019-07-17
207.55999755859375,2019-07-18
208.10000610351562,2019-07-19
211.5,2019-07-22
213.24000549316406,2019-07-23
214.9499969482422,2019-07-24
213.24000549316406,2019-07-25
213.14999389648438,2019-07-26
210.66000366210938,2019-07-29
207.8000030517578,2019-07-30
203.1199951171875,2019-07-31
201.2100067138672,2019-08-01
195.35000610351562,2019-08-02
190.14999389648438,2019-08-05
198.33999633789062,2019-08-06
201.88999938964844,2019-08-07
211.3300018310547,2019-08-08
208.27000427246094,2019-08-09
207.0399932861328,2019-08-12
213.4199981689453,2019-08-13
205.05999755859375,2019-08-14
204.1199951171875,2019-08-15
209.57000732421875,2019-08-16
212.99000549316406,2019-08-19
213.17999267578125,2019-08-20
218.0399932861328,2019-08-21
217.10000610351562,2019-08-22
210.7100067138672,2019-08-23
211.8000030517578,2019-08-26
211.0399932861328,2019-08-27
204.13999938964844,2019-08-28
209.17999267578125,2019-08-29
206.55999755859375,2019-08-30
206.00999450683594,2019-09-03
212.49000549316406,2019-09-04
218.08999633789062,2019-09-05
217.58999633789062,2019-09-06
214.5800018310547,2019-09-09
210.3800048828125,2019-09-10
214.58999633789062,2019-09-11
211.0800018310547,2019-09-12
212.1300048828125,2019-09-13
212.1300048828125,2019-09-16
216.1300048828125,2019-09-17
217.58999633789062,2019-09-18
219.0500030517578,2019-09-19
216.57000732421875,2019-09-20
216.72999572753906,2019-09-23
213.86000061035156,2019-09-24
215.63999938964844,2019-09-25
220.0800018310547,2019-09-26
217.08999633789062,2019-09-27
221.36000061035156,2019-09-30
216.72999572753906,2019-10-01
216.0399932861328,2019-10-02
220.24000549316406,2019-10-03
224.6300048828125,2019-10-04
223.1199951171875,2019-10-07
216.6300048828125,2019-10-08
220.49000549316406,2019-10-09
220.6699981689453,2019-10-10
224.16000366210938,2019-10-11
225.25999450683594,2019-10-14
226.82000732421875,2019-10-15
222.17999267578125,2019-10-16
220.8699951171875,2019-10-17
218.42999267578125,2019-10-18
218.77999877929688,2019-10-21
214.32000732421875,2019-10-22
216.0800018310547,2019-10-23
221.52000427246094,2019-10-24
220.25,2019-10-25
223.6300048828125,2019-10-28
222.3000030517578,2019-10-29
225.19000244140625,2019-10-30
220.14999389648438,2019-10-31
220.0,2019-11-01
217.47000122070312,2019-11-04
217.9600067138672,2019-11-05
218.72999572753906,2019-11-06
225.22000122070312,2019-11-07
224.30999755859375,2019-11-08
227.35000610351562,2019-11-11
230.2100067138672,2019-11-12
229.0,2019-11-13
229.3699951171875,2019-11-14
235.14999389648438,2019-11-15
238.6699981689453,2019-11-18
242.4199981689453,2019-11-19
245.49000549316406,2019-11-20
246.3800048828125,2019-11-21
246.3800048828125,2019-11-22
249.4199981689453,2019-11-25
252.47999572753906,2019-11-26
255.4499969482422,2019-11-27
254.69000244140625,2019-11-29
250.6999969482422,2019-12-02
250.3699951171875,2019-12-03
252.13999938964844,2019-12-04
252.99000549316406,2019-12-05
256.6300048828125,2019-12-06
255.0800018310547,2019-12-09
252.57000732421875,2019-12-10
251.6300048828125,2019-12-11
251.02000427246094,2019-12-12
253.92999267578125,2019-12-13
257.94000244140625,2019-12-16
257.07000732421875,2019-12-17
254.6699981689453,2019-12-18
255.75,2019-12-19
258.8900146484375,2019-12-20
255.72999572753906,2019-12-23
256.489990234375,2019-12-24
258.3299865722656,2019-12-26
258.67999267578125,2019-12-27
256.79998779296875,2019-12-30
257.4100036621094,2019-12-31
259.5899963378906,2020-01-02
256.9700012207031,2020-01-03
254.58999633789062,2020-01-06
256.6700134277344,2020-01-07
257.7300109863281,2020-01-08
261.42999267578125,2020-01-09
260.79998779296875,2020-01-10
264.04998779296875,2020-01-13
262.8699951171875,2020-01-14
264.2799987792969,2020-01-15
266.80999755859375,2020-01-16
270.2799987792969,2020-01-17
273.82000732421875,2020-01-21
274.7300109863281,2020-01-22
277.7099914550781,2020-01-23
277.3399963378906,2020-01-24
270.70001220703125,2020-01-27
278.3599853515625,2020-01-28
277.7200012207031,2020-01-29
280.1400146484375,2020-01-30
274.3299865722656,2020-01-31
281.3299865722656,2020-02-03
289.2200012207031,2020-02-04
283.95001220703125,2020-02-05
285.8800048828125,2020-02-06
284.8299865722656,2020-02-07
286.5199890136719,2020-02-10
288.2900085449219,2020-02-11
292.4599914550781,2020-02-12
291.67999267578125,2020-02-13
291.9800109863281,2020-02-14
290.8999938964844,2020-02-18
296.1400146484375,2020-02-19
294.0199890136719,2020-02-20
287.1099853515625,2020-02-21
276.739990234375,2020-02-24
266.44000244140625,2020-02-25
270.19000244140625,2020-02-26
244.14999389648438,2020-02-27
242.19000244140625,2020-02-28
258.80999755859375,2020-03-02
249.07000732421875,2020-03-03
259.5,2020-03-04
248.05999755859375,2020-03-05
237.77999877929688,2020-03-06
222.41000366210938,2020-03-09
229.1199951171875,2020-03-10
217.72999572753906,2020-03-11
204.4600067138672,2020-03-12
235.4199981689453,2020-03-13
206.35000610351562,2020-03-16
234.2899932861328,2020-03-17
221.6699981689453,2020-03-18
221.08999633789062,2020-03-19
213.11000061035156,2020-03-20
208.35000610351562,2020-03-23
217.42999267578125,2020-03-24
212.30999755859375,2020-03-25
230.3699951171875,2020-03-26
223.02000427246094,2020-03-27
235.1300048828125,2020-03-30
232.47000122070312,2020-03-31
211.25,2020-04-01
216.1999969482422,2020-04-02
218.3000030517578,2020-04-03
242.4600067138672,2020-04-06
239.64999389648438,2020-04-07
244.3699951171875,2020-04-08
237.9199981689453,2020-04-09
242.92999267578125,2020-04-13
254.8000030517578,2020-04-14
253.97999572753906,2020-04-15
257.82000732421875,2020-04-16
263.8999938964844,2020-04-17
266.7200012207031,2020-04-20
253.27999877929688,2020-04-21
263.2699890136719,2020-04-22
258.95001220703125,2020-04-23
259.45001220703125,2020-04-24
262.8699951171875,2020-04-27
257.3500061035156,2020-04-28
265.8399963378906,2020-04-29
261.8299865722656,2020-04-30
255.63999938964844,2020-05-01
258.79998779296875,2020-05-04
262.2300109863281,2020-05-05
268.07000732421875,2020-05-06
260.760009765625,2020-05-07
263.0199890136719,2020-05-08
265.8500061035156,2020-05-11
259.7900085449219,2020-05-12
252.11000061035156,2020-05-13
252.14999389648438,2020-05-14
253.92999267578125,2020-05-15
263.510009765625,2020-05-18
262.4100036621094,2020-05-19
272.2099914550781,2020-05-20
266.2799987792969,2020-05-21
269.8699951171875,2020-05-22
268.9700012207031,2020-05-26
269.30999755859375,2020-05-27
275.1000061035156,2020-05-28
283.0,2020-05-29
286.70001220703125,2020-06-01
288.1400146484375,2020-06-02
286.8999938964844,2020-06-03
282.1600036621094,2020-06-04
289.1000061035156,2020-06-05
290.75,2020-06-08
285.2699890136719,2020-06-09
286.0,2020-06-10
271.94000244140625,2020-06-11
270.2699890136719,2020-06-12
274.8299865722656,2020-06-15
282.5899963378906,2020-06-16
285.6400146484375,2020-06-17
289.3599853515625,2020-06-18
281.5899963378906,2020-06-19
289.3599853515625,2020-06-22
289.6600036621094,2020-06-23
285.25,2020-06-24
287.19000244140625,2020-06-25
283.0799865722656,2020-06-26
282.1300048828125,2020-06-29
291.7300109863281,2020-06-30
294.32000732421875,2020-07-01
297.9700012207031,2020-07-02
301.6400146484375,2020-07-06
299.32000732421875,2020-07-07
301.8999938964844,2020-07-08
304.5,2020-07-09
301.6499938964844,2020-07-10
295.55999755859375,2020-07-13
301.0400085449219,2020-07-14
301.0400085449219,2020-07-15
295.29998779296875,2020-07-16
301.1300048828125,2020-07-17
309.1099853515625,2020-07-20
305.75,2020-07-21
306.8900146484375,2020-07-22
300.1499938964844,2020-07-23
293.510009765625,2020-07-24
300.1700134277344,2020-07-27
298.2200012207031,2020-07-28
306.04998779296875,2020-07-29
309.6700134277344,2020-07-30
310.6000061035156,2020-07-31
315.2300109863281,2020-08-03
308.7799987792969,2020-08-04
312.2699890136719,2020-08-05
315.25,2020-08-06
312.3699951171875,2020-08-07
308.7799987792969,2020-08-10
301.9200134277344,2020-08-11
308.3999938964844,2020-08-12
314.7699890136719,2020-08-13
313.19000244140625,2020-08-14
317.3599853515625,2020-08-17
320.4700012207031,2020-08-18
319.5299987792969,2020-08-19
328.32000732421875,2020-08-20
324.5,2020-08-21
325.25,2020-08-24
326.489990234375,2020-08-25
331.4800109863281,2020-08-26
332.3399963378906,2020-08-27
336.7099914550781,2020-08-28
339.010009765625,2020-08-31
343.8900146484375,2020-09-01
350.5899963378906,2020-09-02
332.1400146484375,2020-09-03
321.2099914550781,2020-09-04
308.6099853515625,2020-09-08
320.04998779296875,2020-09-09
317.4200134277344,2020-09-10
314.0799865722656,2020-09-11
321.6000061035156,2020-09-14
328.2099914550781,2020-09-15
317.8900146484375,2020-09-16
308.8800048828125,2020-09-17
305.0799865722656,2020-09-18
309.19000244140625,2020-09-21
315.44000244140625,2020-09-22
302.54998779296875,2020-09-23
304.4100036621094,2020-09-24
312.1600036621094,2020-09-25
318.79998779296875,2020-09-28
319.510009765625,2020-09-29
327.2300109863281,2020-09-30
334.79998779296875,2020-10-01
321.5799865722656,2020-10-02
323.8699951171875,2020-10-05
316.4700012207031,2020-10-06
330.3999938964844,2020-10-07
333.5400085449219,2020-10-08
336.82000732421875,2020-10-09
347.8599853515625,2020-10-12
351.30999755859375,2020-10-13
351.3999938964844,2020-10-14
351.70001220703125,2020-10-15
349.7200012207031,2020-10-16
336.25,2020-10-19
331.9599914550781,2020-10-20
327.8599853515625,2020-10-21
326.7799987792969,2020-10-22
330.2200012207031,2020-10-23
321.0,2020-10-26
322.1700134277344,2020-10-27
308.0299987792969,2020-10-28
310.8500061035156,2020-10-29
304.3699951171875,2020-10-30
311.2300109863281,2020-11-02
315.9100036621094,2020-11-03
329.25,2020-11-04
328.3500061035156,2020-11-05
336.79998779296875,2020-11-06
328.4700012207031,2020-11-09
319.42999267578125,2020-11-10
328.9599914550781,2020-11-11
323.6400146484375,2020-11-12
328.2099914550781,2020-11-13
322.6700134277344,2020-11-16
319.7900085449219,2020-11-17
317.989990234375,2020-11-18
324.1199951171875,2020-11-19
318.260009765625,2020-11-20
313.4200134277344,2020-11-23
320.1199951171875,2020-11-24
322.8699951171875,2020-11-25
330.4100036621094,2020-11-27
338.05999755859375,2020-11-30
340.8500061035156,2020-12-01
334.92999267578125,2020-12-02
337.5400085449219,2020-12-03
343.4700012207031,2020-12-04
341.8900146484375,2020-12-07
341.2799987792969,2020-12-08
334.54998779296875,2020-12-09
334.0400085449219,2020-12-10
335.19000244140625,2020-12-11
343.3900146484375,2020-12-14
343.0299987792969,2020-12-15
343.6199951171875,2020-12-16
346.6300048828125,2020-12-17
357.80999755859375,2020-12-18
355.95001220703125,2020-12-21
362.30999755859375,2020-12-22
362.2200012207031,2020-12-23
364.1700134277344,2020-12-24
363.7200012207031,2020-12-28
360.8500061035156,2020-12-29
362.32000732421875,2020-12-30
363.79998779296875,2020-12-31
357.6700134277344,2021-01-04
359.8299865722656,2021-01-05
349.8999938964844,2021-01-06
365.0199890136719,2021-01-07
374.6600036621094,2021-01-08
373.3299865722656,2021-01-11
373.2699890136719,2021-01-12
375.5799865722656,2021-01-13
369.04998779296875,2021-01-14
364.2799987792969,2021-01-15
369.510009765625,2021-01-19
378.6499938964844,2021-01-20
371.8599853515625,2021-01-21
374.57000732421875,2021-01-22
367.8699951171875,2021-01-25
366.6400146484375,2021-01-26
348.8500061035156,2021-01-27
362.8699951171875,2021-01-28
354.3699951171875,2021-01-29
367.94000244140625,2021-02-01
375.1199951171875,2021-02-02
370.07000732421875,2021-02-03
377.4100036621094,2021-02-04
379.4800109863281,2021-02-05
381.9700012207031,2021-02-08
386.3900146484375,2021-02-09
386.5899963378906,2021-02-10
396.1300048828125,2021-02-11
403.6000061035156,2021-02-12
401.8599853515625,2021-02-16
393.8999938964844,2021-02-17
389.80999755859375,2021-02-18
395.3699951171875,2021-02-19
383.20001220703125,2021-02-22
375.55999755859375,2021-02-23
385.3699951171875,2021-02-24
338.4599914550781,2021-02-25
340.989990234375,2021-02-26
346.1099853515625,2021-03-01
336.3299865722656,2021-03-02
319.8599853515625,2021-03-03
306.1600036621094,2021-03-04
308.0299987792969,2021-03-05
293.54998779296875,2021-03-08
308.0,2021-03-09
310.0899963378906,2021-03-10
322.6400146484375,2021-03-11
316.8800048828125,2021-03-12
325.7099914550781,2021-03-15
330.7799987792969,2021-03-16
328.3699951171875,2021-03-17
321.489990234375,2021-03-18
324.25,2021-03-19
334.8599853515625,2021-03-22
333.5299987792969,2021-03-23
330.3699951171875,2021-03-24
327.8800048828125,2021-03-25
342.9599914550781,2021-03-26
342.2300109863281,2021-03-29
331.8900146484375,2021-03-30
339.55999755859375,2021-03-31
351.8500061035156,2021-04-01
362.760009765625,2021-04-05
358.4200134277344,2021-04-06
355.3399963378906,2021-04-07
362.239990234375,2021-04-08
366.70001220703125,2021-04-09
366.94000244140625,2021-04-12
371.0199890136719,2021-04-13
366.6199951171875,2021-04-14
374.6199951171875,2021-04-15
373.92999267578125,2021-04-16
364.4700012207031,2021-04-19
364.94000244140625,2021-04-20
365.8800048828125,2021-04-21
364.80999755859375,2021-04-22
371.7300109863281,2021-04-23
376.8800048828125,2021-04-26
373.510009765625,2021-04-27
375.3999938964844,2021-04-28
371.79998779296875,2021-04-29
365.6600036621094,2021-04-30
361.54998779296875,2021-05-03
350.6000061035156,2021-05-04
355.489990234375,2021-05-05
332.6600036621094,2021-05-06
332.3800048828125,2021-05-07
323.1700134277344,2021-05-10
320.8699951171875,2021-05-11
320.55999755859375,2021-05-12
317.6700134277344,2021-05-13
326.4700012207031,2021-05-14
321.2300109863281,2021-05-17
321.17999267578125,2021-05-18
326.489990234375,2021-05-19
333.7200012207031,2021-05-20
330.260009765625,2021-05-21
338.7699890136719,2021-05-24
339.19000244140625,2021-05-25
338.0299987792969,2021-05-26
336.7900085449219,2021-05-27
337.94000244140625,2021-05-28
335.989990234375,2021-06-01
336.4100036621094,2021-06-02
329.29998779296875,2021-06-03
338.7799987792969,2021-06-04
328.57000732421875,2021-06-07
329.3900146484375,2021-06-08
326.8500061035156,2021-06-09
335.7300109863281,2021-06-10
336.4200134277344,2021-06-11
338.5,2021-06-14
335.510009765625,2021-06-15
332.1600036621094,2021-06-16
336.57000732421875,2021-06-17
331.42999267578125,2021-06-18
336.8299865722656,2021-06-21
340.6199951171875,2021-06-22
339.0,2021-06-23
341.54998779296875,2021-06-24
343.4800109863281,2021-06-25
349.1300048828125,2021-06-28
