REGN,Date
25.149999618530273,2010-04-20
24.43000030517578,2010-04-21
24.559999465942383,2010-04-22
24.770000457763672,2010-04-23
24.84000015258789,2010-04-26
24.43000030517578,2010-04-27
24.6200008392334,2010-04-28
27.0,2010-04-29
25.530000686645508,2010-04-30
27.479999542236328,2010-05-03
27.84000015258789,2010-05-04
26.860000610351562,2010-05-05
25.420000076293945,2010-05-06
23.579999923706055,2010-05-07
24.649999618530273,2010-05-10
25.520000457763672,2010-05-11
27.739999771118164,2010-05-12
28.40999984741211,2010-05-13
27.3700008392334,2010-05-14
28.510000228881836,2010-05-17
28.020000457763672,2010-05-18
28.010000228881836,2010-05-19
27.200000762939453,2010-05-20
27.139999389648438,2010-05-21
27.389999389648438,2010-05-24
26.760000228881836,2010-05-25
27.389999389648438,2010-05-26
27.899999618530273,2010-05-27
28.56999969482422,2010-05-28
27.65999984741211,2010-06-01
30.280000686645508,2010-06-02
30.18000030517578,2010-06-03
28.190000534057617,2010-06-04
27.030000686645508,2010-06-07
26.5,2010-06-08
25.040000915527344,2010-06-09
26.139999389648438,2010-06-10
26.420000076293945,2010-06-11
26.610000610351562,2010-06-14
27.440000534057617,2010-06-15
27.079999923706055,2010-06-16
26.549999237060547,2010-06-17
26.110000610351562,2010-06-18
25.670000076293945,2010-06-21
25.110000610351562,2010-06-22
25.399999618530273,2010-06-23
24.469999313354492,2010-06-24
24.530000686645508,2010-06-25
24.270000457763672,2010-06-28
22.979999542236328,2010-06-29
22.31999969482422,2010-06-30
20.790000915527344,2010-07-01
21.610000610351562,2010-07-02
21.360000610351562,2010-07-06
21.68000030517578,2010-07-07
22.299999237060547,2010-07-08
23.219999313354492,2010-07-09
22.43000030517578,2010-07-12
23.09000015258789,2010-07-13
23.059999465942383,2010-07-14
23.329999923706055,2010-07-15
22.479999542236328,2010-07-16
22.360000610351562,2010-07-19
22.59000015258789,2010-07-20
22.329999923706055,2010-07-21
22.860000610351562,2010-07-22
24.010000228881836,2010-07-23
25.200000762939453,2010-07-26
24.610000610351562,2010-07-27
24.18000030517578,2010-07-28
23.809999465942383,2010-07-29
24.190000534057617,2010-07-30
25.0,2010-08-02
25.0,2010-08-03
25.479999542236328,2010-08-04
25.100000381469727,2010-08-05
24.850000381469727,2010-08-06
24.709999084472656,2010-08-09
24.510000228881836,2010-08-10
23.719999313354492,2010-08-11
23.81999969482422,2010-08-12
23.559999465942383,2010-08-13
23.65999984741211,2010-08-16
24.530000686645508,2010-08-17
23.969999313354492,2010-08-18
22.969999313354492,2010-08-19
22.93000030517578,2010-08-20
22.40999984741211,2010-08-23
22.1200008392334,2010-08-24
22.469999313354492,2010-08-25
21.84000015258789,2010-08-26
22.780000686645508,2010-08-27
21.90999984741211,2010-08-30
21.979999542236328,2010-08-31
22.479999542236328,2010-09-01
24.1200008392334,2010-09-02
24.579999923706055,2010-09-03
24.389999389648438,2010-09-07
24.420000076293945,2010-09-08
24.600000381469727,2010-09-09
25.149999618530273,2010-09-10
25.639999389648438,2010-09-13
25.65999984741211,2010-09-14
25.68000030517578,2010-09-15
26.0,2010-09-16
26.5,2010-09-17
26.200000762939453,2010-09-20
26.190000534057617,2010-09-21
25.780000686645508,2010-09-22
25.799999237060547,2010-09-23
26.739999771118164,2010-09-24
26.280000686645508,2010-09-27
26.65999984741211,2010-09-28
26.549999237060547,2010-09-29
27.399999618530273,2010-09-30
26.700000762939453,2010-10-01
28.270000457763672,2010-10-04
28.450000762939453,2010-10-05
29.18000030517578,2010-10-06
27.979999542236328,2010-10-07
28.18000030517578,2010-10-08
27.940000534057617,2010-10-11
27.959999084472656,2010-10-12
28.139999389648438,2010-10-13
28.25,2010-10-14
28.040000915527344,2010-10-15
28.25,2010-10-18
27.399999618530273,2010-10-19
27.010000228881836,2010-10-20
27.149999618530273,2010-10-21
27.3700008392334,2010-10-22
27.68000030517578,2010-10-25
26.899999618530273,2010-10-26
27.020000457763672,2010-10-27
26.959999084472656,2010-10-28
26.110000610351562,2010-10-29
26.0,2010-11-01
26.610000610351562,2010-11-02
26.520000457763672,2010-11-03
26.850000381469727,2010-11-04
26.530000686645508,2010-11-05
26.100000381469727,2010-11-08
25.84000015258789,2010-11-09
25.690000534057617,2010-11-10
25.799999237060547,2010-11-11
25.290000915527344,2010-11-12
24.489999771118164,2010-11-15
24.68000030517578,2010-11-16
24.510000228881836,2010-11-17
24.969999313354492,2010-11-18
24.670000076293945,2010-11-19
29.530000686645508,2010-11-22
29.989999771118164,2010-11-23
29.3700008392334,2010-11-24
28.829999923706055,2010-11-26
28.68000030517578,2010-11-29
28.81999969482422,2010-11-30
29.489999771118164,2010-12-01
29.479999542236328,2010-12-02
29.979999542236328,2010-12-03
30.139999389648438,2010-12-06
30.31999969482422,2010-12-07
30.09000015258789,2010-12-08
30.100000381469727,2010-12-09
30.200000762939453,2010-12-10
30.65999984741211,2010-12-13
30.610000610351562,2010-12-14
31.719999313354492,2010-12-15
32.029998779296875,2010-12-16
33.060001373291016,2010-12-17
33.060001373291016,2010-12-20
33.650001525878906,2010-12-21
33.470001220703125,2010-12-22
33.5,2010-12-23
33.689998626708984,2010-12-27
33.5,2010-12-28
33.31999969482422,2010-12-29
33.380001068115234,2010-12-30
32.83000183105469,2010-12-31
33.81999969482422,2011-01-03
33.2599983215332,2011-01-04
33.290000915527344,2011-01-05
34.310001373291016,2011-01-06
34.099998474121094,2011-01-07
33.150001525878906,2011-01-10
33.150001525878906,2011-01-11
32.61000061035156,2011-01-12
32.81999969482422,2011-01-13
34.5,2011-01-14
35.43000030517578,2011-01-18
33.29999923706055,2011-01-19
33.81999969482422,2011-01-20
33.279998779296875,2011-01-21
33.369998931884766,2011-01-24
33.66999816894531,2011-01-25
34.470001220703125,2011-01-26
34.869998931884766,2011-01-27
33.45000076293945,2011-01-28
33.68000030517578,2011-01-31
33.70000076293945,2011-02-01
34.56999969482422,2011-02-02
34.709999084472656,2011-02-03
34.470001220703125,2011-02-04
34.400001525878906,2011-02-07
34.95000076293945,2011-02-08
34.45000076293945,2011-02-09
36.4900016784668,2011-02-10
35.310001373291016,2011-02-11
37.709999084472656,2011-02-14
37.11000061035156,2011-02-15
37.70000076293945,2011-02-16
37.66999816894531,2011-02-17
37.47999954223633,2011-02-18
36.61000061035156,2011-02-22
34.779998779296875,2011-02-23
35.95000076293945,2011-02-24
37.0,2011-02-25
36.27000045776367,2011-02-28
36.189998626708984,2011-03-01
36.31999969482422,2011-03-02
37.4900016784668,2011-03-03
38.0,2011-03-04
38.04999923706055,2011-03-07
38.790000915527344,2011-03-08
39.84000015258789,2011-03-09
39.29999923706055,2011-03-10
38.68000030517578,2011-03-11
38.959999084472656,2011-03-14
38.52000045776367,2011-03-15
38.5099983215332,2011-03-16
38.83000183105469,2011-03-17
38.810001373291016,2011-03-18
39.91999816894531,2011-03-21
39.95000076293945,2011-03-22
39.4900016784668,2011-03-23
41.099998474121094,2011-03-24
41.34000015258789,2011-03-25
41.7400016784668,2011-03-28
43.470001220703125,2011-03-29
44.68000030517578,2011-03-30
44.939998626708984,2011-03-31
45.2599983215332,2011-04-01
45.43000030517578,2011-04-04
46.150001525878906,2011-04-05
44.970001220703125,2011-04-06
43.599998474121094,2011-04-07
42.70000076293945,2011-04-08
43.90999984741211,2011-04-11
42.849998474121094,2011-04-12
44.7400016784668,2011-04-13
44.84000015258789,2011-04-14
45.84000015258789,2011-04-15
48.650001525878906,2011-04-18
47.79999923706055,2011-04-19
49.689998626708984,2011-04-20
49.75,2011-04-21
49.86000061035156,2011-04-25
52.13999938964844,2011-04-26
67.05000305175781,2011-04-27
64.61000061035156,2011-04-28
51.040000915527344,2011-04-29
53.709999084472656,2011-05-02
51.11000061035156,2011-05-03
48.0,2011-05-04
47.04999923706055,2011-05-05
50.25,2011-05-06
52.040000915527344,2011-05-09
52.380001068115234,2011-05-10
52.119998931884766,2011-05-11
52.68000030517578,2011-05-12
53.029998779296875,2011-05-13
53.20000076293945,2011-05-16
53.52000045776367,2011-05-17
55.63999938964844,2011-05-18
54.84000015258789,2011-05-19
56.90999984741211,2011-05-20
55.400001525878906,2011-05-23
57.029998779296875,2011-05-24
58.29999923706055,2011-05-25
58.650001525878906,2011-05-26
58.27000045776367,2011-05-27
60.02000045776367,2011-05-31
57.95000076293945,2011-06-01
59.060001373291016,2011-06-02
58.040000915527344,2011-06-03
56.349998474121094,2011-06-06
58.310001373291016,2011-06-07
56.7599983215332,2011-06-08
55.77000045776367,2011-06-09
54.58000183105469,2011-06-10
53.93000030517578,2011-06-13
55.029998779296875,2011-06-14
57.81999969482422,2011-06-15
56.720001220703125,2011-06-16
54.02000045776367,2011-06-17
53.209999084472656,2011-06-20
53.0,2011-06-21
52.81999969482422,2011-06-22
53.25,2011-06-23
52.88999938964844,2011-06-24
53.060001373291016,2011-06-27
55.099998474121094,2011-06-28
55.630001068115234,2011-06-29
56.709999084472656,2011-06-30
57.75,2011-07-01
59.75,2011-07-05
59.58000183105469,2011-07-06
60.709999084472656,2011-07-07
59.63999938964844,2011-07-08
57.560001373291016,2011-07-11
57.150001525878906,2011-07-12
56.59000015258789,2011-07-13
56.13999938964844,2011-07-14
55.59000015258789,2011-07-15
55.79999923706055,2011-07-18
59.15999984741211,2011-07-19
58.40999984741211,2011-07-20
57.41999816894531,2011-07-21
57.470001220703125,2011-07-22
55.650001525878906,2011-07-25
53.52000045776367,2011-07-26
52.650001525878906,2011-07-27
52.630001068115234,2011-07-28
53.060001373291016,2011-07-29
52.65999984741211,2011-08-01
52.29999923706055,2011-08-02
51.959999084472656,2011-08-03
47.720001220703125,2011-08-04
46.810001373291016,2011-08-05
44.959999084472656,2011-08-08
48.2400016784668,2011-08-09
47.099998474121094,2011-08-10
50.119998931884766,2011-08-11
54.18000030517578,2011-08-12
58.16999816894531,2011-08-15
57.41999816894531,2011-08-16
55.91999816894531,2011-08-17
53.20000076293945,2011-08-18
54.369998931884766,2011-08-19
53.40999984741211,2011-08-22
57.5,2011-08-23
56.79999923706055,2011-08-24
56.290000915527344,2011-08-25
55.810001373291016,2011-08-26
58.619998931884766,2011-08-29
59.459999084472656,2011-08-30
59.029998779296875,2011-08-31
59.459999084472656,2011-09-01
64.77999877929688,2011-09-02
68.55000305175781,2011-09-06
71.2699966430664,2011-09-07
72.19000244140625,2011-09-08
65.62000274658203,2011-09-09
65.55000305175781,2011-09-12
65.63999938964844,2011-09-13
63.5099983215332,2011-09-14
62.029998779296875,2011-09-15
60.20000076293945,2011-09-16
64.91999816894531,2011-09-19
64.3499984741211,2011-09-20
70.27999877929688,2011-09-21
66.43000030517578,2011-09-22
66.19000244140625,2011-09-23
64.26000213623047,2011-09-26
63.09000015258789,2011-09-27
61.09000015258789,2011-09-28
59.939998626708984,2011-09-29
58.20000076293945,2011-09-30
55.43000030517578,2011-10-03
57.54999923706055,2011-10-04
59.18000030517578,2011-10-05
64.7300033569336,2011-10-06
63.02000045776367,2011-10-07
66.0,2011-10-10
64.3499984741211,2011-10-11
63.0,2011-10-12
65.0999984741211,2011-10-13
63.95000076293945,2011-10-14
64.62999725341797,2011-10-17
60.4900016784668,2011-10-18
60.099998474121094,2011-10-19
60.81999969482422,2011-10-20
62.16999816894531,2011-10-21
60.72999954223633,2011-10-24
57.09000015258789,2011-10-25
57.66999816894531,2011-10-26
56.43000030517578,2011-10-27
55.65999984741211,2011-10-28
55.29999923706055,2011-10-31
54.959999084472656,2011-11-01
55.709999084472656,2011-11-02
54.880001068115234,2011-11-03
56.41999816894531,2011-11-04
54.59000015258789,2011-11-07
54.83000183105469,2011-11-08
54.060001373291016,2011-11-09
53.459999084472656,2011-11-10
52.93000030517578,2011-11-11
53.9900016784668,2011-11-14
52.939998626708984,2011-11-15
50.7400016784668,2011-11-16
51.130001068115234,2011-11-17
49.810001373291016,2011-11-18
55.0,2011-11-21
56.72999954223633,2011-11-22
55.09000015258789,2011-11-23
53.779998779296875,2011-11-25
57.36000061035156,2011-11-28
55.790000915527344,2011-11-29
59.41999816894531,2011-11-30
60.209999084472656,2011-12-01
58.279998779296875,2011-12-02
55.060001373291016,2011-12-05
54.439998626708984,2011-12-06
53.189998626708984,2011-12-07
51.38999938964844,2011-12-08
53.380001068115234,2011-12-09
53.040000915527344,2011-12-12
51.630001068115234,2011-12-13
51.77000045776367,2011-12-14
51.95000076293945,2011-12-15
53.0,2011-12-16
53.20000076293945,2011-12-19
55.029998779296875,2011-12-20
54.41999816894531,2011-12-21
53.959999084472656,2011-12-22
55.56999969482422,2011-12-23
55.790000915527344,2011-12-27
55.349998474121094,2011-12-28
56.29999923706055,2011-12-29
55.43000030517578,2011-12-30
56.43000030517578,2012-01-03
57.83000183105469,2012-01-04
60.939998626708984,2012-01-05
65.79000091552734,2012-01-06
65.4800033569336,2012-01-09
74.44000244140625,2012-01-10
77.36000061035156,2012-01-11
78.26000213623047,2012-01-12
78.91999816894531,2012-01-13
77.98999786376953,2012-01-17
78.91999816894531,2012-01-18
79.76000213623047,2012-01-19
78.33000183105469,2012-01-20
78.55000305175781,2012-01-23
79.41000366210938,2012-01-24
82.9000015258789,2012-01-25
81.8499984741211,2012-01-26
85.54000091552734,2012-01-27
88.87999725341797,2012-01-30
90.86000061035156,2012-01-31
92.43000030517578,2012-02-01
95.01000213623047,2012-02-02
96.86000061035156,2012-02-03
101.13999938964844,2012-02-06
100.33999633789062,2012-02-07
102.69999694824219,2012-02-08
103.5999984741211,2012-02-09
102.08000183105469,2012-02-10
114.6500015258789,2012-02-13
110.0999984741211,2012-02-14
108.63999938964844,2012-02-15
105.83000183105469,2012-02-16
103.27999877929688,2012-02-17
99.26000213623047,2012-02-21
99.58999633789062,2012-02-22
103.31999969482422,2012-02-23
103.22000122070312,2012-02-24
105.94000244140625,2012-02-27
105.16999816894531,2012-02-28
104.79000091552734,2012-02-29
107.55999755859375,2012-03-01
108.80000305175781,2012-03-02
108.70999908447266,2012-03-05
104.20999908447266,2012-03-06
104.91000366210938,2012-03-07
106.19999694824219,2012-03-08
107.20999908447266,2012-03-09
110.1500015258789,2012-03-12
112.06999969482422,2012-03-13
110.7300033569336,2012-03-14
115.75,2012-03-15
115.33000183105469,2012-03-16
115.3499984741211,2012-03-19
116.45999908447266,2012-03-20
117.43000030517578,2012-03-21
118.0,2012-03-22
119.18000030517578,2012-03-23
119.95999908447266,2012-03-26
116.19000244140625,2012-03-27
116.12999725341797,2012-03-28
114.63999938964844,2012-03-29
116.62000274658203,2012-03-30
120.19999694824219,2012-04-02
124.48999786376953,2012-04-03
122.05000305175781,2012-04-04
123.44000244140625,2012-04-05
121.12999725341797,2012-04-09
117.0199966430664,2012-04-10
121.41000366210938,2012-04-11
123.0,2012-04-12
122.5999984741211,2012-04-13
122.54000091552734,2012-04-16
123.44999694824219,2012-04-17
124.08999633789062,2012-04-18
125.98999786376953,2012-04-19
126.37999725341797,2012-04-20
126.30000305175781,2012-04-23
122.54000091552734,2012-04-24
127.11000061035156,2012-04-25
138.60000610351562,2012-04-26
140.00999450683594,2012-04-27
135.25999450683594,2012-04-30
134.3800048828125,2012-05-01
137.30999755859375,2012-05-02
133.9199981689453,2012-05-03
131.39999389648438,2012-05-04
130.2899932861328,2012-05-07
130.92999267578125,2012-05-08
129.39999389648438,2012-05-09
131.13999938964844,2012-05-10
134.08999633789062,2012-05-11
131.61000061035156,2012-05-14
131.10000610351562,2012-05-15
131.1199951171875,2012-05-16
125.73999786376953,2012-05-17
120.2300033569336,2012-05-18
126.16999816894531,2012-05-21
126.06999969482422,2012-05-22
127.55000305175781,2012-05-23
129.7100067138672,2012-05-24
132.1699981689453,2012-05-25
136.0,2012-05-29
135.75,2012-05-30
135.64999389648438,2012-05-31
123.93000030517578,2012-06-01
125.94000244140625,2012-06-04
129.0500030517578,2012-06-05
133.02000427246094,2012-06-06
128.99000549316406,2012-06-07
129.6199951171875,2012-06-08
126.87999725341797,2012-06-11
127.8499984741211,2012-06-12
111.87999725341797,2012-06-13
110.88999938964844,2012-06-14
113.8499984741211,2012-06-15
116.93000030517578,2012-06-18
115.98999786376953,2012-06-19
115.22000122070312,2012-06-20
114.66000366210938,2012-06-21
115.9000015258789,2012-06-22
113.94999694824219,2012-06-25
116.08999633789062,2012-06-26
113.69999694824219,2012-06-27
110.66000366210938,2012-06-28
114.22000122070312,2012-06-29
120.76000213623047,2012-07-02
122.30000305175781,2012-07-03
120.77999877929688,2012-07-05
119.54000091552734,2012-07-06
117.0,2012-07-09
115.87999725341797,2012-07-10
112.7699966430664,2012-07-11
117.0199966430664,2012-07-12
117.63999938964844,2012-07-13
118.72000122070312,2012-07-16
122.0199966430664,2012-07-17
123.93000030517578,2012-07-18
120.61000061035156,2012-07-19
121.6500015258789,2012-07-20
122.5,2012-07-23
121.44000244140625,2012-07-24
128.83999633789062,2012-07-25
135.63999938964844,2012-07-26
136.89999389648438,2012-07-27
135.47000122070312,2012-07-30
134.64999389648438,2012-07-31
134.00999450683594,2012-08-01
136.47000122070312,2012-08-02
136.9600067138672,2012-08-03
137.4499969482422,2012-08-06
139.47999572753906,2012-08-07
139.6300048828125,2012-08-08
137.80999755859375,2012-08-09
136.83999633789062,2012-08-10
135.36000061035156,2012-08-13
135.94000244140625,2012-08-14
137.5800018310547,2012-08-15
137.47999572753906,2012-08-16
138.05999755859375,2012-08-17
136.42999267578125,2012-08-20
134.6199951171875,2012-08-21
138.6999969482422,2012-08-22
142.77999877929688,2012-08-23
145.08999633789062,2012-08-24
145.49000549316406,2012-08-27
146.77000427246094,2012-08-28
145.47999572753906,2012-08-29
145.50999450683594,2012-08-30
148.0500030517578,2012-08-31
150.16000366210938,2012-09-04
149.4600067138672,2012-09-05
152.4499969482422,2012-09-06
152.5500030517578,2012-09-07
150.2899932861328,2012-09-10
148.75999450683594,2012-09-11
145.6300048828125,2012-09-12
146.88999938964844,2012-09-13
149.67999267578125,2012-09-14
149.7100067138672,2012-09-17
147.07000732421875,2012-09-18
145.91000366210938,2012-09-19
146.22000122070312,2012-09-20
145.08999633789062,2012-09-21
144.16000366210938,2012-09-24
146.0,2012-09-25
142.97000122070312,2012-09-26
151.1999969482422,2012-09-27
152.66000366210938,2012-09-28
154.4199981689453,2012-10-01
157.02000427246094,2012-10-02
158.07000732421875,2012-10-03
161.3000030517578,2012-10-04
159.0,2012-10-05
155.27999877929688,2012-10-08
152.47999572753906,2012-10-09
152.77999877929688,2012-10-10
153.6999969482422,2012-10-11
150.72999572753906,2012-10-12
154.49000549316406,2012-10-15
157.91000366210938,2012-10-16
164.22999572753906,2012-10-17
160.72000122070312,2012-10-18
158.24000549316406,2012-10-19
162.9499969482422,2012-10-22
152.99000549316406,2012-10-23
162.69000244140625,2012-10-24
155.22999572753906,2012-10-25
149.25,2012-10-26
142.3000030517578,2012-10-31
146.3699951171875,2012-11-01
143.5,2012-11-02
144.85000610351562,2012-11-05
144.38999938964844,2012-11-06
138.22999572753906,2012-11-07
137.66000366210938,2012-11-08
140.74000549316406,2012-11-09
144.89999389648438,2012-11-12
148.0800018310547,2012-11-13
147.5500030517578,2012-11-14
142.47000122070312,2012-11-15
157.69000244140625,2012-11-16
160.44000244140625,2012-11-19
172.8699951171875,2012-11-20
174.5500030517578,2012-11-21
176.0800018310547,2012-11-23
174.38999938964844,2012-11-26
174.6999969482422,2012-11-27
174.91000366210938,2012-11-28
187.74000549316406,2012-11-29
176.5500030517578,2012-11-30
180.6999969482422,2012-12-03
180.6999969482422,2012-12-04
185.1999969482422,2012-12-05
181.8000030517578,2012-12-06
180.8699951171875,2012-12-07
184.69000244140625,2012-12-10
184.60000610351562,2012-12-11
183.0399932861328,2012-12-12
179.0399932861328,2012-12-13
179.7100067138672,2012-12-14
179.39999389648438,2012-12-17
180.02000427246094,2012-12-18
175.64999389648438,2012-12-19
172.83999633789062,2012-12-20
173.47999572753906,2012-12-21
173.0399932861328,2012-12-24
170.00999450683594,2012-12-26
168.77000427246094,2012-12-27
167.97000122070312,2012-12-28
171.07000732421875,2012-12-31
181.1999969482422,2013-01-02
180.7100067138672,2013-01-03
181.07000732421875,2013-01-04
182.52999877929688,2013-01-07
176.6300048828125,2013-01-08
183.39999389648438,2013-01-09
183.77000427246094,2013-01-10
179.4600067138672,2013-01-11
179.39999389648438,2013-01-14
174.83999633789062,2013-01-15
170.02999877929688,2013-01-16
169.58999633789062,2013-01-17
167.97000122070312,2013-01-18
175.07000732421875,2013-01-22
176.16000366210938,2013-01-23
173.13999938964844,2013-01-24
174.47999572753906,2013-01-25
170.89999389648438,2013-01-28
174.9600067138672,2013-01-29
174.75999450683594,2013-01-30
173.94000244140625,2013-01-31
172.8800048828125,2013-02-01
170.67999267578125,2013-02-04
169.94000244140625,2013-02-05
167.6300048828125,2013-02-06
163.99000549316406,2013-02-07
165.8800048828125,2013-02-08
170.35000610351562,2013-02-11
168.17999267578125,2013-02-12
170.3300018310547,2013-02-13
169.24000549316406,2013-02-14
164.92999267578125,2013-02-15
160.4199981689453,2013-02-19
158.4199981689453,2013-02-20
159.30999755859375,2013-02-21
160.3800048828125,2013-02-22
159.3699951171875,2013-02-25
161.6300048828125,2013-02-26
164.8000030517578,2013-02-27
167.0,2013-02-28
171.72999572753906,2013-03-01
172.64999389648438,2013-03-04
174.63999938964844,2013-03-05
174.5500030517578,2013-03-06
171.94000244140625,2013-03-07
172.97000122070312,2013-03-08
171.75,2013-03-11
172.19000244140625,2013-03-12
172.83999633789062,2013-03-13
171.92999267578125,2013-03-14
171.83999633789062,2013-03-15
170.11000061035156,2013-03-18
175.27999877929688,2013-03-19
175.50999450683594,2013-03-20
171.3300018310547,2013-03-21
172.39999389648438,2013-03-22
170.13999938964844,2013-03-25
169.7100067138672,2013-03-26
170.89999389648438,2013-03-27
176.39999389648438,2013-03-28
178.50999450683594,2013-04-01
185.0,2013-04-02
182.69000244140625,2013-04-03
185.08999633789062,2013-04-04
185.41000366210938,2013-04-05
188.47000122070312,2013-04-08
191.0800018310547,2013-04-09
201.1300048828125,2013-04-10
208.35000610351562,2013-04-11
215.83999633789062,2013-04-12
209.0500030517578,2013-04-15
216.75999450683594,2013-04-16
213.0800018310547,2013-04-17
206.66000366210938,2013-04-18
212.5800018310547,2013-04-19
213.80999755859375,2013-04-22
212.85000610351562,2013-04-23
210.6199951171875,2013-04-24
216.75,2013-04-25
216.60000610351562,2013-04-26
215.47999572753906,2013-04-29
215.13999938964844,2013-04-30
237.2899932861328,2013-05-01
248.6300048828125,2013-05-02
266.1600036621094,2013-05-03
262.75,2013-05-06
262.19000244140625,2013-05-07
263.739990234375,2013-05-08
261.95001220703125,2013-05-09
273.5,2013-05-10
280.510009765625,2013-05-13
282.79998779296875,2013-05-14
274.1099853515625,2013-05-15
264.6600036621094,2013-05-16
266.9700012207031,2013-05-17
263.6400146484375,2013-05-20
259.9599914550781,2013-05-21
262.4200134277344,2013-05-22
254.8699951171875,2013-05-23
250.30999755859375,2013-05-24
251.4499969482422,2013-05-28
247.7100067138672,2013-05-29
252.17999267578125,2013-05-30
241.8800048828125,2013-05-31
236.07000732421875,2013-06-03
232.8800048828125,2013-06-04
229.63999938964844,2013-06-05
252.1699981689453,2013-06-06
257.5,2013-06-07
252.8300018310547,2013-06-10
248.8800048828125,2013-06-11
237.49000549316406,2013-06-12
239.52000427246094,2013-06-13
236.92999267578125,2013-06-14
232.7100067138672,2013-06-17
242.75999450683594,2013-06-18
231.3800048828125,2013-06-19
219.61000061035156,2013-06-20
215.47000122070312,2013-06-21
218.3800048828125,2013-06-24
220.1699981689453,2013-06-25
228.74000549316406,2013-06-26
234.57000732421875,2013-06-27
224.8800048828125,2013-06-28
230.13999938964844,2013-07-01
231.1199951171875,2013-07-02
232.92999267578125,2013-07-03
233.47999572753906,2013-07-05
229.02000427246094,2013-07-08
235.9199981689453,2013-07-09
236.6999969482422,2013-07-10
247.8699951171875,2013-07-11
266.0,2013-07-12
268.6400146484375,2013-07-15
262.7099914550781,2013-07-16
269.5199890136719,2013-07-17
267.4800109863281,2013-07-18
274.8599853515625,2013-07-19
277.989990234375,2013-07-22
268.3399963378906,2013-07-23
267.92999267578125,2013-07-24
267.8299865722656,2013-07-25
269.2099914550781,2013-07-26
269.20001220703125,2013-07-29
273.6700134277344,2013-07-30
270.05999755859375,2013-07-31
278.2900085449219,2013-08-01
272.3900146484375,2013-08-02
270.989990234375,2013-08-05
254.5,2013-08-06
253.22999572753906,2013-08-07
252.49000549316406,2013-08-08
250.00999450683594,2013-08-09
245.9600067138672,2013-08-12
244.38999938964844,2013-08-13
241.27000427246094,2013-08-14
233.82000732421875,2013-08-15
230.97999572753906,2013-08-16
227.64999389648438,2013-08-19
233.3000030517578,2013-08-20
232.3699951171875,2013-08-21
237.35000610351562,2013-08-22
238.85000610351562,2013-08-23
245.00999450683594,2013-08-26
239.1699981689453,2013-08-27
243.07000732421875,2013-08-28
243.5800018310547,2013-08-29
242.30999755859375,2013-08-30
259.1499938964844,2013-09-03
268.2099914550781,2013-09-04
268.6400146484375,2013-09-05
267.57000732421875,2013-09-06
276.79998779296875,2013-09-09
276.6400146484375,2013-09-10
276.8500061035156,2013-09-11
273.6000061035156,2013-09-12
289.9700012207031,2013-09-13
294.3599853515625,2013-09-16
296.6199951171875,2013-09-17
309.1700134277344,2013-09-18
307.1099853515625,2013-09-19
300.79998779296875,2013-09-20
295.760009765625,2013-09-23
295.1099853515625,2013-09-24
292.2300109863281,2013-09-25
305.5299987792969,2013-09-26
305.6499938964844,2013-09-27
312.8699951171875,2013-09-30
316.6300048828125,2013-10-01
313.6700134277344,2013-10-02
303.57000732421875,2013-10-03
308.6000061035156,2013-10-04
298.95001220703125,2013-10-07
287.67999267578125,2013-10-08
281.55999755859375,2013-10-09
294.0799865722656,2013-10-10
290.29998779296875,2013-10-11
295.6300048828125,2013-10-14
290.42999267578125,2013-10-15
307.6499938964844,2013-10-16
307.8599853515625,2013-10-17
303.55999755859375,2013-10-18
294.8900146484375,2013-10-21
304.489990234375,2013-10-22
299.7900085449219,2013-10-23
304.4200134277344,2013-10-24
302.239990234375,2013-10-25
302.9599914550781,2013-10-28
298.5299987792969,2013-10-29
291.1700134277344,2013-10-30
287.6000061035156,2013-10-31
285.7900085449219,2013-11-01
281.70001220703125,2013-11-04
302.32000732421875,2013-11-05
288.2699890136719,2013-11-06
276.989990234375,2013-11-07
283.07000732421875,2013-11-08
279.20001220703125,2013-11-11
286.8900146484375,2013-11-12
277.20001220703125,2013-11-13
288.8299865722656,2013-11-14
280.0,2013-11-15
274.3699951171875,2013-11-18
273.7900085449219,2013-11-19
274.67999267578125,2013-11-20
276.4100036621094,2013-11-21
293.67999267578125,2013-11-22
294.1000061035156,2013-11-25
295.1199951171875,2013-11-26
292.8800048828125,2013-11-27
293.8599853515625,2013-11-29
296.69000244140625,2013-12-02
287.5,2013-12-03
287.260009765625,2013-12-04
283.20001220703125,2013-12-05
282.739990234375,2013-12-06
279.489990234375,2013-12-09
277.5,2013-12-10
270.0199890136719,2013-12-11
274.0,2013-12-12
269.5899963378906,2013-12-13
268.45001220703125,2013-12-16
261.8800048828125,2013-12-17
271.7200012207031,2013-12-18
270.54998779296875,2013-12-19
278.69000244140625,2013-12-20
278.010009765625,2013-12-23
275.69000244140625,2013-12-24
278.6400146484375,2013-12-26
277.0400085449219,2013-12-27
278.0799865722656,2013-12-30
275.239990234375,2013-12-31
274.5899963378906,2014-01-02
271.75,2014-01-03
268.8599853515625,2014-01-06
274.07000732421875,2014-01-07
273.5,2014-01-08
267.6199951171875,2014-01-09
274.3800048828125,2014-01-10
268.67999267578125,2014-01-13
300.32000732421875,2014-01-14
287.489990234375,2014-01-15
290.4800109863281,2014-01-16
292.0,2014-01-17
295.70001220703125,2014-01-21
295.3800048828125,2014-01-22
